id,temperature,vibration,humidity,pressure,energy_consumption,maintenance_required
3405,72.75,43.71,67.31,1.75,3.19,1
3406,59.36,62.69,45.68,2.66,2.41,0
3407,44.86,55.23,42.53,1.13,0.71,0
3408,66.72,47.68,59.74,2.74,3.61,0
3409,90.24,52.95,79.56,4.09,0.6,1
3410,85.19,60.64,64.85,1.81,0.67,0
3411,58.57,57.01,56.09,3.04,4.86,0
3412,64.51,44.16,51.61,3.01,3.91,0
3413,68.76,18.19,31.66,1.72,2.56,1
3414,73.09,44.37,52.06,1.52,1.36,0
3415,64.7,50.15,43.03,2.64,1.8,0
3416,68.87,27.34,64.5,1.56,3.26,1
3417,85.25,41.52,64.94,4.32,3.25,0
3418,65,59.73,32.37,4.03,4.75,0
3419,80.62,42.97,54.33,2.33,4.51,1
3420,82.62,65.83,77.1,3.16,4.57,0
3421,98.99,84.53,64.36,3.22,4.56,1
3422,68.13,49.77,56.78,1.39,4.43,0
3423,63.82,48.15,79.05,4.82,3.7,0
3424,57.8,75.69,74.81,2.85,0.88,0
3425,81.6,66.63,63.75,2.14,1.52,0
3426,79.29,37.79,31.59,2.99,4.35,0
3427,73.96,42.54,53.36,2.82,2.87,0
3428,78.23,52.77,71.77,4.01,3.8,0
3429,75.83,37.23,55.85,3.81,1.2,0
3430,70.91,43.68,42.05,4.93,4.12,0
3431,71.64,57.22,61.18,1.82,4.36,0
3432,74.03,72.1,30.47,3.71,1.78,0
3433,99.51,52.06,78.35,4.05,3.08,1
3434,84.1,79.34,37.14,4.54,4.39,0
3435,63.35,45.78,49.23,1.19,1.23,0
3436,78.97,53.14,35.19,1.12,4.03,1
3437,74.93,46.82,46.88,3,0.82,0
3438,93.06,34.49,65.37,2.45,3.35,1
3439,87.59,51.21,30.91,3.04,4.61,0
3440,73.99,62.43,52.27,2.33,2.54,1
3441,74.72,55.25,40.29,1.8,2.75,0
3442,63.63,71.5,67.04,1.96,4.95,0
3443,81.55,59.02,42.06,3.34,3.58,1
3444,86.47,60.81,53.37,2.92,1.54,0
3445,76.22,58.49,43.23,2.79,1.51,0
3446,77.65,47.31,57.64,3.32,2.5,0
3447,71.73,39.49,39.38,4.11,2.93,0
3448,83.82,42.34,68.2,2.24,0.84,0
3449,61.59,65.3,49.93,3.04,2.47,0
3450,63.81,69.18,54.4,2.46,4.41,0
3451,84.29,51.38,57.86,2.95,0.74,0
3452,60.89,54.28,71.14,2.54,0.72,0
3453,68.67,17.56,59.38,3.49,1.26,0
3454,72.21,54.73,62.39,1.29,4.5,0
3455,79.71,50.41,38.15,1.38,3.09,0
3456,76.54,61.55,73.22,1.3,2.01,0
3457,44.22,73.94,46.87,2.17,1.31,0
3458,80.81,54.56,76.09,3.6,1.73,0
3459,72.79,41.09,70.97,3.24,2.4,0
3460,85.67,4.87,68.82,3.64,1.89,1
3461,65.3,63.12,53.78,3.06,4.96,0
3462,90.76,28.26,35.56,1.72,4.46,1
3463,63.24,60.13,57.49,3.43,4.01,0
3464,70.37,63.06,46.96,4.25,1.36,0
3465,87.6,40.52,70.55,4.56,2.81,0
3466,97.55,54.17,59.54,4.06,2.08,1
3467,63.26,46.27,40.04,4.7,2.31,0
3468,99.93,40.13,77.77,2.87,1.38,1
3469,51.2,38.43,45.6,1.86,2.65,0
3470,82.56,19.82,43.75,2.47,2.14,0
3471,92.61,54.06,61.04,1.71,1.88,1
3472,64.68,52.24,30.76,4.39,3.59,0
3473,87.29,48.79,62.8,4.45,3.7,1
3474,69.89,32.83,52.98,4.5,0.89,0
3475,67.5,58.31,68.34,1.75,1.43,0
3476,61.44,44.31,33.68,2.44,3.58,0
3477,74.21,45.38,38.54,2.2,2.5,0
3478,76.43,75.49,56.13,3.6,3.49,0
3479,63.06,49.97,52.27,4.73,4.37,0
3480,89.24,58.34,41.59,3.61,2.95,0
3481,68.92,53.01,61.42,1.43,2.43,0
3482,74.62,54.17,63.48,4.26,3.41,0
3483,77.32,65.98,31.88,3.15,0.54,0
3484,104.96,58.65,77.25,4.5,4.56,1
3485,87.83,59.56,39.88,4.2,2.42,0
3486,83.16,87.67,45.14,4.64,4.3,1
3487,70.59,55.79,66.66,4.74,1.85,0
3488,78.74,39.61,74.15,4.6,0.56,0
3489,79.77,56.75,65.17,3.07,4.82,0
3490,74.69,49.58,41.15,3.8,4.12,0
3491,84.58,51,34.09,4.4,1.77,0
3492,106.31,36.54,72.18,2.14,2.41,1
3493,63.9,64.5,65.78,2.64,1.97,0
3494,79.14,50.31,40.49,4.52,1.79,1
3495,78.91,34.25,48.12,3.45,1.05,0
3496,72.63,56.13,51.64,4.42,1.76,0
3497,68.31,71.1,48.49,3.17,4.29,0
3498,67.79,57.09,43.44,4.13,4.45,1
3499,97.41,49.97,59.79,1.38,2.21,1
3500,76.59,39.42,63.94,3.93,1.16,0
3501,85.13,51.51,79.44,2.96,2.12,0
3502,72.2,30.56,73.55,2.55,1.59,0
3503,79.33,83.81,58.93,2.16,3.8,1
3504,80.17,47.45,56.03,3.93,1.53,0
3505,72.61,59.41,63.87,1.71,4.78,0
3506,77.64,64.17,68.52,1.11,2.56,0
3507,87.84,62.1,59.72,4.11,0.88,0
3508,63.87,81.17,53.47,1.65,1.45,1
3509,77.26,36.33,54.91,4.53,4.08,0
3510,80.72,42.15,73.97,1.73,2.66,0
3511,82.98,87.14,62.02,1.02,1.58,1
3512,84.6,63.53,43.38,4.42,2.87,0
3513,82.24,43.82,47.54,3.48,4.89,1
3514,86.95,17.79,46.63,3.24,2.6,1
3515,70.95,45.75,37.54,1.7,1.04,0
3516,89.59,57.01,73.84,3.29,4.27,0
3517,76.24,47.89,73.9,3.52,0.54,0
3518,83.74,55.34,36.57,2.33,1.12,0
3519,61.91,41.21,48.42,2.96,1.66,0
3520,81.63,35.69,32.71,4.25,1.23,0
3521,76.54,52.75,38.67,3.5,1.43,0
3522,71.99,63.05,40.7,2.25,3.42,0
3523,87.94,60.08,41.14,4.16,2.31,1
3524,77.24,43.52,52.56,4.76,2.19,0
3525,77.02,70.93,65.08,4.48,4.28,0
3526,60.71,58.03,34,1.36,3.43,0
3527,68.14,30.56,44.43,1.13,3.95,0
3528,76.84,22.84,63.05,3.38,3.51,0
3529,68.26,43.04,58.95,2.07,2.83,1
3530,89.52,37.88,32.08,3.36,2.62,0
3531,72.07,31.24,52.84,2.42,4.73,1
3532,65.36,37.46,52.09,4.5,1.44,0
3533,63.84,47.11,36.65,2.06,1.34,1
3534,73.67,22.5,77.91,1.39,2.47,0
3535,83.51,39.56,69.83,1.34,2.59,1
3536,65.61,54,33.56,3.24,2.21,0
3537,64.55,49.56,33.18,3.4,4.65,1
3538,69.24,49.67,70.51,2,3.2,0
3539,74.33,56.73,72.49,1.38,1.96,0
3540,64.43,54.27,39.28,3.43,3.75,0
3541,76.21,50.51,63.25,4.06,3.91,0
3542,90.56,71.89,49.42,1.32,4.06,1
3543,74.86,54.01,36.95,4.68,4.77,0
3544,70.92,43.87,47.79,1.05,3.29,0
3545,86.18,48.79,69.44,4.55,2.47,0
3546,63.48,42.73,32.07,2.77,3.09,0
3547,80.31,58.24,60.87,4.14,4.26,0
3548,75.27,44.24,74.95,1.81,2.34,0
3549,91.93,57.75,60.04,3.82,4.89,1
3550,87.54,52.46,42.1,4.61,3.07,0
3551,55.44,57.72,70.86,4.51,3.6,0
3552,77.09,60.82,68.38,4.22,4.35,0
3553,60.41,28.84,65.86,1.18,2.51,0
3554,86.41,32.54,60.65,1.94,1.62,0
3555,65.47,55.45,60.63,4.87,3.81,0
3556,82.87,54.13,45.69,3.97,0.77,0
3557,86.51,46.12,69.91,3.63,4.42,0
3558,56.78,41.54,58.54,4.95,0.98,0
3559,89.74,70.4,38.14,2.48,4.82,0
3560,86.23,30.39,46.92,1.93,2.41,0
3561,64.47,46.62,37.6,2.51,2.88,0
3562,86.61,96.96,70.51,4.74,0.92,1
3563,63.01,51.9,33.62,3.12,1.41,0
3564,84.09,52.58,74.92,2.74,3.11,0
3565,74.09,54.34,45.07,1.7,3.89,0
3566,60.8,11.21,33.52,4.62,1.99,0
3567,89.76,53.92,30.94,2.15,0.64,0
3568,89.74,38.21,43.87,1.08,3.06,0
3569,76.92,41.43,71.03,4.89,2.41,1
3570,75.22,31.53,32.79,4.18,2.92,1
3571,70.99,31.67,36.56,3.41,1.9,0
3572,80.53,78.99,63.75,3.78,3.65,0
3573,79.09,67.21,55.66,1.04,1.4,0
3574,90.26,75.72,38.03,4.04,3.81,1
3575,77.1,52.8,44.82,1.05,2.22,0
3576,89,39.56,67.56,2.53,1.61,0
3577,56.4,19.31,69.64,3.04,0.82,0
3578,83.1,31.13,62.36,3.89,4.57,1
3579,76.78,65.46,52.54,2.02,1.03,0
3580,78.59,37.41,43.83,1.56,2.01,0
3581,93.18,40.54,31.28,4.79,2.83,1
3582,86.07,44.26,49.67,2.2,0.58,0
3583,71.5,53.02,70.42,4.7,3.99,0
3584,66.48,45.57,33.03,3.03,1.88,0
3585,55.84,37.79,75.71,2.39,2.3,0
3586,79.5,31.98,33.57,3.58,1.98,1
3587,87.3,48.62,67.65,2.61,1.27,0
3588,87.68,55.78,76.45,3.92,4,0
3589,70.96,37.79,74.49,4.61,4.94,0
3590,87.51,37.96,75.24,4.37,3.41,0
3591,87.71,66.74,42.25,3.19,4.46,0
3592,84.66,42.34,64.75,2.46,4.91,0
3593,75.52,53.36,64.77,4.82,4,0
3594,74.55,48.42,38.08,4.73,2,0
3595,80.35,30.84,56.32,1.33,3.63,0
3596,81.82,44.1,58.98,3.19,1.19,0
3597,70.25,47.93,46.26,1.23,4.13,0
3598,71.38,31.53,40.94,4.34,4.24,0
3599,77.69,49.47,77.05,1.07,4.11,0
3600,68.81,63.36,69.32,2.51,3.57,0
3601,69.92,60.61,45.54,4.6,0.61,0
3602,57.4,29.3,48.93,3.71,1.21,0
3603,64.91,52.29,37.74,3.2,1.36,0
3604,82.44,44.29,46.53,3.72,1.86,0
3605,85.07,39.35,69.96,1.16,2.74,0
3606,74.61,61.02,76.66,4.48,3.23,0
3607,82.91,53.12,56.06,4.59,3.33,0
3608,52.69,47.81,46.87,1.15,2.62,1
3609,79.28,32.48,61.66,4.59,4.07,0
3610,60.41,47.74,70.9,3.97,4.89,0
3611,66.6,48.49,52.38,1.24,4.68,0
3612,81.49,36.78,52.14,2.3,2.69,0
3613,83.19,61.02,31.3,2.44,1.66,0
3614,55.95,43.04,37.22,4.33,0.85,0
3615,58.33,74.76,53.57,1.32,3.3,1
3616,68.29,52.73,61.64,2.23,3.51,0
3617,57.08,55.02,36.38,1.51,1.26,0
3618,70.86,75.18,49.09,2.28,4.87,0
3619,83.67,72.72,41.94,3.49,3.74,0
3620,59.48,41.82,53.46,4.27,0.51,0
3621,95.13,56.84,60.39,2.95,1.83,1
3622,72.39,55.95,53.06,3.52,1.71,0
3623,78.72,57.27,40.08,1.32,0.84,1
3624,64.72,56.83,42.43,4.17,1.65,1
3625,85.41,53.78,34.54,4.6,2.5,0
3626,77.34,53.46,50.59,4.14,3.46,0
3627,77.55,75.04,71.07,3.44,3.13,0
3628,78.87,35.61,46.72,2.41,3.89,0
3629,62.07,42.12,46.85,4.95,3.98,0
3630,79.11,50.87,38.02,1.12,0.92,0
3631,82.04,65.65,70.89,4.46,2.89,0
3632,59.69,53.16,42.16,4.38,4.31,0
3633,72.31,60.68,77.37,1.88,1.14,0
3634,71.92,62.6,54.58,4.63,3.87,0
3635,75.42,52.72,65.37,1.29,4.27,0
3636,82.22,31.43,72.27,3.19,3.16,0
3637,83.18,29.01,38.41,2.39,4.51,0
3638,74,39.59,79.29,2.46,4.08,0
3639,84.56,47.35,73.89,4.34,3.56,0
3640,61.23,65.84,79.59,3.75,4.24,0
3641,77.61,55.3,32.73,1.48,3.97,0
3642,54.86,42.93,64.99,2.07,3.19,1
3643,70.02,51.58,52.85,2.01,3.91,1
3644,79.82,31.65,60.53,2.77,3.43,0
3645,82.14,63.62,65.37,3.85,2.82,1
3646,77.94,55.36,62.14,1.4,3.35,0
3647,90.74,40.77,37.16,1.63,0.91,1
3648,76.09,50.43,49.23,3.23,2.42,0
3649,57.96,31.46,60.43,4.75,2.35,0
3650,52.26,67.8,48.77,2.79,2.78,0
3651,65.08,36.7,41.02,3.73,1.24,0
3652,65.02,43.06,64.64,1.1,2.2,0
3653,75.38,75.26,30.88,2.27,2.97,0
3654,69.49,27.75,72.69,4.52,2.32,0
3655,65.48,50.12,47.55,2.46,3.04,0
3656,69.17,49.05,46.23,4.13,2.27,0
3657,71.62,62.97,36.58,4.32,2.78,0
3658,66.64,45.33,39.09,3.43,1.45,0
3659,75.39,35.07,38.83,3.33,3.66,0
3660,84.47,59.13,62.75,3.55,2.84,0
3661,68.51,59.14,56.57,4.92,4.44,0
3662,75.83,62.9,41.26,3.52,1.56,0
3663,95.7,38.07,74.84,3.63,2.28,1
3664,77.45,49.5,42.17,1.05,3.34,0
3665,85.9,54.04,35.73,1.81,2.49,0
3666,70.27,35.29,53.61,1.21,1.77,0
3667,86.69,61.4,60.11,2.5,3.79,0
3668,66.96,25.81,32.39,4.96,4.22,0
3669,81.02,53.63,49.11,4.22,0.5,0
3670,85.77,44.05,71.87,2.83,4.3,0
3671,90.42,48.83,38.24,3.44,0.92,1
3672,76.26,59.26,73.45,4.08,3.45,0
3673,72.3,47.79,41.19,1.32,4.67,0
3674,61.17,58.5,52.52,1.89,0.97,0
3675,74.26,59.88,73.24,3.59,4.71,0
3676,83.04,50.5,71.29,1.56,4.55,1
3677,81.98,15.25,73.1,4.27,1.78,0
3678,74.81,60.62,72.83,4.25,2.59,0
3679,78.71,53.87,59.82,4.7,1.09,0
3680,91.71,32.59,30.59,3.84,0.9,1
3681,81.81,40.6,62.32,2.17,0.73,0
3682,72.66,33.81,61.25,4.66,2.08,1
3683,74.97,41.97,74.21,3.57,3.47,0
3684,81.76,55.57,59.01,3.73,4.95,0
3685,80.94,41.84,54.08,2.38,2.22,0
3686,97.57,66.35,62.24,4.51,2.34,1
3687,91.51,69.85,45.71,1.97,1.25,1
3688,64.75,31.26,42.77,2.07,0.64,0
3689,68.5,37.34,39.46,3.25,3.53,1
3690,87.78,23.62,72.83,2.46,1.34,0
3691,67.23,29.38,73.46,4.83,0.83,1
3692,76.69,33.16,32.54,3.73,4.7,0
3693,91.24,46.34,30.96,1.58,3.85,1
3694,78.12,49.83,44.42,4.41,3.14,0
3695,84.83,63.87,71.51,4.8,2.56,0
3696,77.21,32.83,51.94,4.33,1.22,0
3697,74.29,37.73,74.76,2.79,3.22,0
3698,56.59,38.64,43.08,1.13,4.04,0
3699,77.57,74.72,38.87,4.38,1.31,0
3700,69.7,51.99,54.39,2.16,4.5,1
3701,88.43,43.37,65.77,2.54,2.99,0
3702,49.75,38.98,73.3,1.33,3.1,0
3703,69.93,61.11,31.12,1.11,1.05,1
3704,88.89,65.64,70.11,2.04,2.08,0
3705,94.56,43.14,38.76,1.45,1.7,1
3706,86.53,75.08,35.01,1.79,4.45,0
3707,81.69,59.44,35.26,3.44,1.2,0
3708,57.76,62.83,65.16,4.24,2.21,0
3709,64.41,71.54,57.61,1.11,5,1
3710,84.29,59.82,35.24,4.85,1.31,0
3711,62.1,30.47,56.59,3.19,3.76,0
3712,72.65,47.26,56.4,2.47,0.77,0
3713,71.89,54.76,43.31,4.61,2.7,0
3714,79.19,63.15,68.28,1.48,1.59,1
3715,81.7,55.75,72.91,3.32,3.12,0
3716,49.61,46.26,46.7,4.46,2.71,0
3717,77.85,48.22,62.02,2.96,2.82,0
3718,68.19,60,42.82,1.39,3.97,1
3719,80.56,66.79,39.6,1.53,2.04,0
3720,57.21,55.18,37.09,1.57,2.89,0
3721,85.16,38.88,51.03,3.85,3.84,1
3722,67.86,76,34.78,3.18,2.54,0
3723,71.13,47.75,51.83,1.11,3.78,0
3724,91.31,41.43,65.06,1.74,2.91,1
3725,73.64,32.18,58.89,1.05,2.67,0
3726,84.88,53.96,31.39,1.85,4.28,0
3727,74.76,79.5,58.71,1.86,0.94,0
3728,91.65,50.67,37.13,2.13,3.36,1
3729,78.4,58.92,71.82,3.48,1.8,0
3730,80.17,68.51,70.46,2.47,3.23,0
3731,76.8,50.35,78.69,1.9,3.29,0
3732,72.04,39.31,58.09,2.97,3.87,0
3733,83.75,27.37,65.6,3.68,3.83,0
3734,67.53,44.2,32.79,4.37,1.68,0
3735,82.29,52.5,41.91,1.19,3.96,0
3736,84.61,67.58,58.08,2.32,4.91,0
3737,80.37,56.39,43.99,3.54,1.16,1
3738,65.58,53.29,73.57,3.44,4.87,0
3739,79.48,55.36,48.09,3.86,3.65,0
3740,85.48,43.79,69.54,1.93,3.39,0
3741,62.33,19.49,64.96,3.88,3.16,0
3742,59.74,67.17,40.32,3.4,3.43,0
3743,83.45,70.14,40.45,4.03,1.99,0
3744,68.53,56.54,65.52,4.32,3.55,0
3745,82.46,73.79,45.99,4.78,0.96,0
3746,92.11,69.15,53.89,4.87,2.86,1
3747,60.28,46.92,45.6,4.62,2.05,0
3748,59.41,30.86,36.14,4.96,4.1,0
3749,83.02,56.38,54.37,3.65,3.58,0
3750,88.12,43.36,41.99,3.25,4.73,0
3751,92.14,71.07,58.02,3.29,4.07,1
3752,83.07,47.24,38.87,4.36,3.84,0
3753,73.66,63.9,48.18,1.29,0.81,1
3754,75.96,35.55,47.88,2.66,4.89,0
3755,78.36,4.96,66.2,1.57,0.57,0
3756,91.84,33.47,56.75,4.67,2.82,1
3757,77.93,38.15,53.07,2.7,3.88,0
3758,68.1,69.22,74.61,1.49,2.66,0
3759,77.23,52.26,70.83,4.4,3,0
3760,59.37,24,43.15,4.35,0.82,0
3761,69.45,44.8,39.04,1.18,2.84,0
3762,71.92,51.9,49.62,2.41,0.6,0
3763,71.1,54.42,45.64,2.88,0.97,0
3764,59.13,25.86,69.7,4.8,2.15,0
3765,63.13,19,43.29,2.47,2,0
3766,74.8,74.92,60.64,1.06,1.65,0
3767,83.38,62.35,41.7,4.75,1.15,0
3768,70.82,69.53,45.81,4.46,3.6,0
3769,75.75,40.56,34.86,4.25,1.32,0
3770,83.77,69.86,79.54,4.66,0.79,0
3771,101.71,58.32,58.26,1.96,4.64,1
3772,71.84,54.56,51.44,4.1,2.06,0
3773,66.58,13.77,74.98,4.68,1.82,0
3774,82.9,64.37,43.19,4.45,4.59,0
3775,83.52,60.41,59.72,2.16,3.9,0
3776,61.92,52.16,52.81,4.91,2.5,0
3777,63.81,49.77,47.45,1.77,2.5,0
3778,61.3,58.9,41.76,3.77,4.84,0
3779,67.84,30.3,51.76,1.19,4.78,0
3780,83.63,71.32,49.1,4.2,3.72,1
3781,78.57,49.02,78.71,2.39,4.61,0
3782,76.69,16.09,61.09,4.12,3.22,0
3783,65.18,69.91,44.83,3.26,3.45,1
3784,64.4,49.17,68.02,3.15,1.18,1
3785,75.74,75.88,78.6,3.63,0.86,0
3786,74.51,33.9,64.28,3.46,1.8,0
3787,79.89,60.68,37.25,2.23,2.38,1
3788,88.88,62.83,77.26,2.02,2.02,0
3789,63.61,61.54,76,2.76,2.62,0
3790,73.51,56,52.13,4.44,1.56,0
3791,76.13,51.32,69.64,1.93,4.76,0
3792,76.93,46.34,65.02,1.83,3.23,0
3793,75.74,58.61,64.7,4.51,2.89,0
3794,74.63,74.86,71.66,4.19,1.2,0
3795,76.89,46.24,75.81,1,1.87,0
3796,80.17,35.67,65.43,1.59,2.33,0
3797,67.94,28.03,55.06,2.66,1.41,0
3798,79.7,54.11,70.49,4.4,3.43,0
3799,80.15,52.72,34.47,2.55,3.56,1
3800,77.35,64.57,59.54,1.07,1.57,0
3801,90.76,38.45,56.6,1.85,2.2,1
3802,77.16,49.08,79.87,2.85,1.85,0
3803,78.65,66.57,52.9,3.17,3.83,0
3804,65.23,57.8,74.75,1.35,0.95,0
3805,85.4,43.14,42.29,2.72,2.65,0
3806,94.15,52.01,74.09,1.06,1.1,1
3807,76.56,27.5,74.28,1.45,1.72,0
3808,54.36,52.52,41.04,2.71,1.35,0
3809,85.75,49.75,66.09,3.73,2.52,0
3810,88.69,54.08,79.8,3.1,4.97,0
3811,77.17,48.1,57.48,4.91,0.75,0
3812,69.82,52.79,43.74,3.86,1.89,0
3813,87.74,66.43,51.68,2.87,2.48,0
3814,86.98,58.59,31.29,2.11,0.51,0
3815,77.52,57.95,31.5,4.94,1.62,0
3816,86.4,69.25,63.31,4.63,2.89,0
3817,67.75,39.34,66.76,2.26,2.8,0
3818,87.92,56.05,48.93,3.38,1.01,0
3819,77.74,41.69,57.73,3.83,4.11,0
3820,71.95,42.37,67.14,4.83,2.16,0
3821,76.15,74.41,70.69,4.41,4.15,0
3822,83.08,86.86,66.54,2.86,0.54,1
3823,78.09,50.87,56.63,4.06,2.97,1
3824,93.36,51.43,67.07,3.11,4.61,1
3825,87.13,44.05,63.06,4.99,1.17,0
3826,63.28,44.22,52.13,1.12,3.1,0
3827,84.24,43.79,37.16,2.64,1.73,0
3828,85.06,33.39,64.25,4.97,2.8,0
3829,81.15,36.37,52.78,1.69,4.61,0
3830,65.5,39.8,39.13,3.13,3.72,0
3831,86.19,56.39,50.52,1.76,2.88,0
3832,77.6,55.69,33.7,1.95,4.54,0
3833,64.89,55.62,43.73,4.95,4.73,0
3834,78.57,46.46,73.77,4.4,3.28,1
3835,86.32,38.19,33.1,3.83,4.74,0
3836,66.58,51.2,37.56,1.25,4.21,0
3837,66.58,37.02,68.41,1.11,3.49,0
3838,82.29,53.48,76.43,4.81,2.49,0
3839,78.67,76.81,64.26,4.89,2.01,0
3840,83.21,85.18,31.62,1.09,4.67,1
3841,75.71,37.3,49.37,4.01,4.76,0
3842,100.09,54.77,79.95,2.79,2.32,1
3843,71.48,55.3,67.61,2.64,2.39,0
3844,81.69,58.29,66.48,1.27,3.8,0
3845,70.44,42.72,50.74,3.29,4.99,0
3846,61,89.43,46.73,3.72,1.94,1
3847,73.78,27.75,38.98,3.15,3.41,0
3848,72.24,40.92,50.63,2.81,3.61,1
3849,92.87,53.02,68.86,1.85,2.25,1
3850,79.41,53.51,74.8,1.7,1.89,0
3851,67.32,44.09,60.78,2.3,3.3,1
3852,75.66,13.53,40.1,3.54,1.86,0
3853,66.03,28.91,61.85,1.54,3.96,0
3854,72.58,65.78,76.37,1.86,4.64,0
3855,85.45,84.42,35.95,3.62,3.22,1
3856,79.8,22.01,32.7,3.46,2.32,0
3857,58.56,42.61,51.49,1.94,2.09,0
3858,67.13,38.71,48.53,4.51,2.83,0
3859,66.74,46.99,56.21,2.02,1.74,0
3860,68.15,37.59,31.19,3.9,0.98,0
3861,77.97,88.58,64.2,3.36,2.52,1
3862,85.48,36.52,74.56,1.6,0.61,0
3863,71.65,48.22,39.83,1.21,3.57,0
3864,68.72,51.92,49.88,3.41,0.92,0
3865,83.37,58.83,56.55,3.14,3,1
3866,78.14,54.7,63.49,4.65,2.71,0
3867,69.79,53.22,35.19,1.39,2.04,0
3868,71.12,53.26,37.59,1.27,3.6,0
3869,72.1,44.97,64.6,4.9,1.01,0
3870,86.11,47.45,64.55,3.55,1.95,0
3871,79.42,53.27,41.65,2.12,0.6,1
3872,93.35,53.47,33.51,3.98,3.34,1
3873,80.48,46.46,75.78,2.1,2.07,1
3874,66.14,37.51,58.02,3.2,2.46,0
3875,58.33,38.98,73.56,1.21,3.74,1
3876,68.78,45.86,44.68,3.76,4.49,0
3877,58.69,25.03,63.63,4.39,4.24,0
3878,67.22,68.83,68.67,1.19,1.93,1
3879,75.2,49.03,69.17,1.58,3.17,0
3880,62,53.12,58.4,2.42,1.8,0
3881,82.87,79.63,73.78,3.31,4.75,0
3882,69.94,64.48,56.63,1.92,0.84,0
3883,83,55.1,33.46,4.28,2.5,1
3884,65.55,38.77,51.98,2.71,0.56,0
3885,82.24,56.04,76.89,3.22,4.1,0
3886,69.95,44.4,36.01,4.72,1.97,0
3887,72.64,62.97,79.39,1.71,2.94,1
3888,68.65,32.79,78.21,4.64,2.62,0
3889,73.5,51.47,57.1,2.12,1.82,0
3890,80.76,35.01,51.19,2.63,3.85,0
3891,61.22,46.66,76.85,2.89,4.32,1
3892,97.22,32.27,77.35,1.2,0.59,1
3893,97.33,37.41,30.54,4.88,4.33,1
3894,70,55.02,57.54,2.1,0.54,0
3895,84.96,53.58,62.26,1.78,2.82,0
3896,63.04,49.35,32.08,1.25,2.13,0
3897,58.61,33.61,57.53,1.16,2.25,0
3898,94.33,61.01,30.38,2.26,0.67,1
3899,82.94,28.96,74.65,3.48,0.58,0
3900,76.57,47.24,40.18,4.63,3.73,0
3901,82.54,50.13,30.66,4.64,3.07,0
3902,68.35,58.86,42.81,1.66,2.6,0
3903,76.07,52.8,35.12,4.84,4.86,0
3904,77.43,28.86,49.48,3.15,3.74,0
3905,60.59,47.03,60.72,3.96,4.38,0
3906,86.58,41.49,33.87,4.91,3.93,0
3907,70.55,48.52,43.29,4.44,3.88,0
3908,63.29,48.63,40.36,2.82,4.51,0
3909,91.92,57,71.94,3.38,1.77,1
3910,87.39,65.37,77.75,3.25,4.57,0
3911,72.94,34.84,72.52,1.65,4.24,1
3912,62.51,69.23,32.71,4.48,1.34,1
3913,80.35,53.28,56.76,2.86,2.06,0
3914,75.78,42.19,74.41,2.73,4.64,0
3915,97,57.81,36.68,1.39,2.32,1
3916,88.49,40.4,64.05,1.63,0.78,0
3917,70.51,44.28,71.77,4.62,2.22,0
3918,89.68,23.81,61.02,3.82,0.98,0
3919,88.62,61.23,66.84,3.97,1.99,0
3920,57.6,36.46,60.96,4.61,4.19,0
3921,80.94,79.12,64.78,4.52,1.39,1
3922,87.23,57.22,52.7,1.02,1.32,0
3923,71.01,27.59,42.45,3.97,4.33,0
3924,62.75,52.3,78.56,2.75,4.53,0
3925,105.21,51.13,76.01,2.35,4.47,1
3926,91.03,39.92,32.11,3.74,4.49,1
3927,77.94,55.41,62.45,3.59,2.93,1
3928,53.97,46.69,32.09,3.59,3.35,0
3929,71.28,54.67,77.51,3.27,4.84,0
3930,95.1,98.67,74.35,2.66,4.68,1
3931,88.86,77.01,30.7,3.96,4.24,0
3932,72.76,46.38,76.63,3.86,3.79,0
3933,70.44,51.16,57.98,4.21,2.52,0
3934,90.11,43.99,39.32,1.07,1.28,1
3935,73.08,25.1,79.39,2.06,2.42,0
3936,74.28,39.74,33.41,4.65,4.32,0
3937,79.85,43.04,34.65,3.96,2.47,0
3938,81.44,55.56,64.93,4.21,1.19,0
3939,64.53,43.65,61.38,3.09,2.29,0
3940,81.73,48.8,59.4,4.42,4.86,0
3941,65.57,42.44,59.13,1.66,2.8,0
3942,88.54,43.32,74.62,2.38,1.38,0
3943,72.17,22.77,50.16,4.17,3.25,0
3944,78.47,46.97,54.76,1.74,3.62,0
3945,46.82,50.93,73.41,3.08,4.57,1
3946,83.94,48.01,35.32,3.87,2.62,0
3947,85.34,36.15,33.96,4.07,4.49,0
3948,70.37,69.79,77.15,3.74,3.58,0
3949,61.84,43.23,48.52,2.59,3.64,0
3950,61.52,58.27,77.9,3.47,1.21,0
3951,75.58,58.01,51.85,4.63,4.5,0
3952,64.4,55.18,57.94,1.32,2.74,0
3953,74.91,47.48,36.76,3.25,4.16,0
3954,76.73,38.96,64.66,3.92,0.53,0
3955,77.86,48.96,71.05,4.07,2.66,1
3956,89.96,58.85,70.15,4.17,3.47,0
3957,88.66,64.04,62.85,1.64,2.6,0
3958,77.14,53.61,73.22,4.37,4.81,0
3959,82.28,39.43,36.06,4.16,1.25,0
3960,79.57,65.14,45.07,4.33,2.36,0
3961,90.29,64.8,34.99,4.25,1.5,1
3962,77.08,68.58,42.74,4.35,0.53,0
3963,84.89,51.55,53.72,1.21,3.99,1
3964,97.73,66.99,40.24,3.42,4.2,1
